@relation data1

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute class {Negative,Positive}

@data
0.040404,1,0.333333,1,0.396552,0.2,0.2,0.2,0.2,0.2,0.2,0.184517,0.10798,0.110161,0.186559,0.108885,0.283308,0.002061,0.00126,0.001786,0.00161,0.002345,0.001897,0.040406,0.10798,0.10798,0.10798,0.184517,Negative
0.070707,1,0.333333,0.333333,0.431034,0.2,0.2,0.2,0.2,0.2,0.2,0.214009,0.139653,0.107513,0.19249,0.116364,0.290504,0.003892,0.001781,0.003348,0.004831,0.007034,0.005691,0.070709,0.139653,0.139653,0.139653,0.214009,Negative
0.363636,1,0.5,0.333333,0.431034,0,0,0,0,0,0,0.152156,0.068223,0.091882,0.160895,0.085186,0.260971,0.002427,0.006018,0.000902,0.007406,0,0.004079,0.363639,0.068223,0.068223,0.068223,0.152156,Negative
0.333333,1,0.333333,0.333333,0.137931,0.2,0.2,0.2,0.1,0.2,0.1,0.178847,0.098192,0.090796,0.17831,0.116227,0.275521,0.003434,0.001781,0.023436,0.032206,0.044367,0.042747,0.333335,0.098192,0.098192,0.098192,0.178847,Negative
0.323232,1,0.166667,0.666667,0.310345,0.1,0.1,0.1,0,0.1,0.1,0.148264,0.067726,0.086345,0.160138,0.082223,0.260979,0.001816,0,0,0.002557,0,0,0.323233,0.067726,0.067726,0.067726,0.148264,Positive
0.020202,0,0.5,0.333333,0.5,0.3,0.4,0.2,0.2,0.4,0.2,0.16627,0.08679,0.09897,0.183037,0.104229,0.280485,0,0.001,0.002232,0,0.004689,0.001897,0.020204,0.08679,0.08679,0.08679,0.16627,Positive
0.020202,1,0.333333,0.666667,0.034483,0.2,0.2,0.2,0.2,0.2,0.2,0.171975,0.092382,0.102068,0.187284,0.109839,0.274569,0.002002,0.001081,0.001116,0.001,0.00083,0,0.020204,0.092382,0.092382,0.092382,0.171975,Positive
0.414141,1,0.333333,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.382828,0.324932,0.239202,0.428394,0.379544,0.49811,0.011448,0.006056,0.012276,0.034622,0.028134,0.028455,0.414143,0.324932,0.324932,0.324932,0.382828,Negative
0.070707,0,0.5,0.666667,0.327586,0.3,0.4,0.4,0.4,0.4,0.4,0.218242,0.141514,0.131749,0.236879,0.129384,0.300404,0.000343,0.003681,0.002387,0,0.009378,0,0.070709,0.141514,0.141514,0.141514,0.218242,Negative
0.040404,1,0.5,0.333333,0.068966,0.4,0.4,0.2,0.2,0.2,0.2,0.174036,0.094997,0.103443,0.187824,0.110493,0.282528,0,0.001088,0.001116,0.00161,0.023445,0.01897,0.040407,0.094997,0.094997,0.094997,0.174036,Positive
0.040404,1,0.166667,0.666667,0.086207,0.3,0,0,0.1,0.1,0.1,0.146519,0.06622,0.086345,0.161422,0.080648,0.262227,0,0,0.001521,0,0.003807,0.004456,0.040405,0.06622,0.06622,0.06622,0.146519,Negative
0.131313,0,0.166667,0.666667,0.241379,0,0,0,0,0,0,0.148289,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.131313,0.06622,0.06622,0.06622,0.148289,Negative
0.20202,1,0.166667,0.333333,0.224138,0.2,0.2,0.2,0.2,0.2,0.2,0.212232,0.137969,0.128106,0.231999,0.15697,0.320718,0.004007,0.001959,0.003348,0.004831,0.007034,0.005691,0.202021,0.137969,0.137969,0.137969,0.212232,Negative
0.040404,1,0.333333,0.666667,0.396552,0.1,0.1,0.1,0.1,0.2,0.2,0.146864,0.066591,0.086559,0.177108,0.097653,0.274121,0.000446,0.000232,0.020105,0.000644,0.000802,0.006325,0.040406,0.066591,0.066591,0.066591,0.146864,Negative
0.191919,0,0.166667,0.666667,0.12069,0.1,0.1,0.1,0.1,0.1,0.1,0.151685,0.068361,0.091589,0.164108,0.084019,0.263504,0.002583,0.005693,0.005731,0.005615,0.007725,0.01478,0.191919,0.068361,0.068361,0.068361,0.151685,Negative
0.606061,0,0.333333,0.333333,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.191404,0.074499,0.089773,0.166816,0.088639,0.267638,0.002443,0.000718,0.002232,0.003221,0.003906,0.002846,0.606061,0.074499,0.074499,0.074499,0.191404,Negative
0.141414,1,0.333333,0.666667,0.086207,0.1,0.1,0.2,0.2,0.1,0.1,0.146733,0.069238,0.089035,0.165043,0.085916,0.265851,0.00364,0.001037,0.001116,0.014684,0.002408,0.000008,0.141416,0.069238,0.069238,0.069238,0.146733,Negative
0.090909,0,0.333333,0.666667,0.258621,1,0.9,0.8,0.7,0.6,0.5,0.24392,0.169169,0.144505,0.258626,0.182145,0.338144,0,0,0.001306,0,0,0,0.09091,0.169169,0.169169,0.169169,0.24392,Negative
0.040404,1,0.5,0.666667,0.034483,0.4,0.2,0.2,0.2,0.2,0.2,0.17957,0.103935,0.108734,0.199506,0.123202,0.294945,0.003434,0.001187,0.002232,0.002899,0.004689,0.003794,0.040407,0.103935,0.103935,0.103935,0.17957,Positive
0.151515,1,0.333333,0.333333,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.194508,0.11885,0.117434,0.214544,0.139571,0.307573,0.002404,0.001247,0.00279,0.004831,0.005158,0.004173,0.151517,0.11885,0.11885,0.11885,0.194508,Negative
0.090909,1,0.166667,0.333333,0.258621,0,0,0,0,0,0,0.160814,0.069555,0.088211,0.174415,0.094451,0.262592,0.004023,0.002019,0.016914,0.022415,0.004921,0.029666,0.09091,0.069555,0.069555,0.069555,0.160814,Negative
0.020202,1,0.333333,0.333333,0.793103,0.4,0.4,0.2,0.2,0.4,0.4,0.173397,0.093778,0.101573,0.187925,0.110518,0.281616,0,0.000891,0.002435,0.001932,0,0.004367,0.020204,0.093778,0.093778,0.093778,0.173397,Positive
0.111111,1,0.166667,0.666667,0.103448,0.1,0.4,0.1,0.2,0.1,0.1,0.152318,0.068832,0.092293,0.162037,0.084207,0.262184,0,0.006433,0.000312,0.005779,0.003679,0.004794,0.111112,0.068832,0.068832,0.068832,0.152318,Negative
0.080808,1,0.5,0.333333,0.465517,0.1,0.1,0.1,0.4,0.1,0.2,0.147494,0.066207,0.098323,0.160435,0.081275,0.261222,0,0.013149,0,0.001018,0,0.014827,0.080811,0.066207,0.066207,0.066207,0.147494,Negative
0.343434,0,0.166667,0.666667,0.189655,0.2,0.2,0.2,0.2,0.2,0.2,0.228047,0.180427,0.164745,0.256148,0.182897,0.326172,0.034343,0.014843,0.00558,0.008052,0.009378,0.009485,0.343434,0.180427,0.180427,0.180427,0.228047,Negative
0.262626,1,0.333333,0.333333,0.362069,0.3,0,0,0,0,0,0.146227,0.065907,0.086163,0.159827,0.080321,0.260725,0,0,0,0,0,0,0.262628,0.065907,0.065907,0.065907,0.146227,Negative
0.393939,1,0.333333,0.666667,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.470558,0.419924,0.292756,0.344759,0.231492,0.380233,0.016049,0.008072,0.006967,0.009673,0.01421,0.011405,0.393941,0.419924,0.419924,0.419924,0.470558,Negative
0.060606,0,0.333333,0.333333,0.258621,0.2,0.2,0.2,0,0,0,0.171179,0.0936,0.086345,0.160138,0.080648,0.260979,0.002118,0,0,0,0,0,0.060607,0.0936,0.0936,0.0936,0.171179,Positive
0.040404,0,0.333333,0.666667,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.18749,0.111519,0.111957,0.205372,0.12967,0.296153,0.002504,0.001009,0.002232,0.003291,0.003092,0.056911,0.040405,0.111519,0.111519,0.111519,0.18749,Negative
0,0,0.5,0.666667,0.017241,0.2,0.2,0.2,0.2,0.2,0.2,0.162703,0.074968,0.091946,0.169213,0.090422,0.268436,0.001508,0.000774,0.000373,0.000601,0.000764,0.002578,0.000002,0.074968,0.074968,0.074968,0.162703,Negative
0.272727,0,0.333333,0.333333,0.293103,0,0,0,0,0,0,0.149701,0.067131,0.08693,0.163345,0.082438,0.262633,0.001102,0.000636,0.003819,0.002921,0.005069,0.003333,0.272728,0.067131,0.067131,0.067131,0.149701,Negative
0.070707,1,0.5,0.666667,0.12069,0.1,0.1,0.1,0.1,0.1,0.1,0.147976,0.070804,0.0889,0.174647,0.086448,0.262551,0.005529,0.002764,0.019712,0.009424,0.005285,0.002783,0.07071,0.070804,0.070804,0.070804,0.147976,Negative
0.141414,0,0.5,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.217505,0.111083,0.164071,0.252443,0.175855,0.32226,0.003543,0.080351,0.003178,0.003752,0.005167,0.003984,0.141416,0.111083,0.111083,0.111083,0.217505,Negative
0.20202,0,0.333333,0.666667,0.103448,0.2,0.2,0.2,0.2,0.2,0.2,0.173389,0.094557,0.103207,0.186178,0.106663,0.281199,0.001838,0.001187,0.001339,0.001932,0.002345,0.001897,0.202021,0.094557,0.094557,0.094557,0.173389,Negative
0.10101,1,0.333333,0.333333,0.068966,0.1,0.6,0.5,0.4,0.5,0.4,0.231772,0.15539,0.13665,0.250747,0.175078,0.336106,0,0,0.007812,0.002415,0.009847,0.00664,0.101012,0.15539,0.15539,0.15539,0.231772,Positive
0.070707,1,0.5,0.333333,0.275862,0.4,0.4,0.4,0.4,0.2,0.2,0.228858,0.16055,0.141521,0.252436,0.180064,0.339477,0.01012,0.002114,0,0.0063,0.008984,0.006655,0.07071,0.16055,0.16055,0.16055,0.228858,Positive
0.090909,1,0.333333,0.666667,0.241379,0.2,0.2,0.2,0.2,0.2,0.2,0.233342,0.160722,0.138908,0.253092,0.14709,0.31284,0.004007,0.002375,0.006361,0.004037,0.005861,0.005691,0.090911,0.160722,0.160722,0.160722,0.233342,Negative
0.353535,1,0.333333,0.333333,0.224138,0.2,0.2,0.1,0.1,0,0,0.15498,0.071787,0.087057,0.160138,0.080648,0.260979,0.001335,0.00077,0,0,0,0.000842,0.353537,0.071787,0.071787,0.071787,0.15498,Negative
0.010101,0,0.166667,0.333333,0.568966,0.2,0.2,0.2,0.2,0.2,0.2,0.155915,0.077737,0.095611,0.178623,0.100515,0.275049,0.00229,0.002969,0.003348,0.00111,0.002345,0.003794,0.010101,0.077737,0.077737,0.077737,0.155915,Negative
0.151515,1,0.333333,0.333333,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.147635,0.068366,0.087108,0.160505,0.081035,0.260979,0.002588,0.000825,0.000435,0.000628,0,0.00148,0.151517,0.068366,0.068366,0.068366,0.147635,Positive
0.20202,1,0.333333,0.333333,0.327586,0.2,0.2,0.2,0.2,0.2,0.2,0.18353,0.106858,0.110588,0.202399,0.12603,0.298023,0.00174,0.001102,0.001745,0.002364,0.007034,0.003794,0.202022,0.106858,0.106858,0.106858,0.18353,Negative
0.222222,1,0.333333,0.333333,0.568966,0,0,0,0,0,0,0.146519,0.067056,0.086345,0.160138,0.080648,0.260979,0.001007,0,0,0,0,0.003301,0.222224,0.067056,0.067056,0.067056,0.146519,Negative
0.171717,1,0.333333,0.666667,0.241379,0,0,0,0,0,0,0.146416,0.068662,0.086302,0.160065,0.082456,0.261153,0.003079,0,0,0.00306,0.000539,0,0.171719,0.068662,0.068662,0.068662,0.146416,Negative
0.040404,1,0.333333,0.333333,0.017241,0.2,0.2,0.4,0.2,0.2,0.2,0.169138,0.091798,0.100933,0.186593,0.107429,0.282605,0.002443,0.000594,0.002233,0.001465,0.00354,0.000949,0.040406,0.091798,0.091798,0.091798,0.169138,Negative
0.222222,0,0.333333,0.333333,0.310345,0.3,0.1,0.4,0.2,0.2,0.1,0.146139,0.08203,0.087433,0.162005,0.081631,0.265129,0.021378,0,0.001106,0,0.01266,0,0.222223,0.08203,0.08203,0.08203,0.146139,Negative
0.272727,1,0.166667,0.333333,0.344828,0.4,0.1,0.1,0.1,0,0.1,0.146767,0.072723,0.086611,0.160138,0.080648,0.261166,0.007852,0.000289,0,0,0.000572,0,0.272728,0.072723,0.072723,0.072723,0.146767,Negative
0.060606,1,0.333333,0.333333,0.224138,0,0,0,0,0,0,0.147876,0.069942,0.089852,0.160138,0.080648,0.260979,0.004489,0.003803,0,0,0,0,0.060608,0.069942,0.069942,0.069942,0.147876,Negative
0.232323,1,0.166667,0.333333,0.206897,0.1,0.1,0,0,0,0,0.14846,0.06622,0.086345,0.160138,0.083127,0.260979,0,0,0,0.004026,0,0.001669,0.232324,0.06622,0.06622,0.06622,0.14846,Negative
0.111111,1,0.166667,0.333333,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.251685,0.173641,0.148997,0.265257,0.192232,0.346797,0.005724,0.003562,0.00558,0.008052,0.011723,0.009485,0.111112,0.173641,0.173641,0.173641,0.251685,Negative
0.050505,1,0.166667,0.666667,0.137931,0.3,0.1,0.4,0.1,0.1,0.1,0.146519,0.066554,0.086454,0.16362,0.080648,0.261388,0.000402,0,0.004126,0,0.001247,0,0.050506,0.066554,0.066554,0.066554,0.146519,Positive
0.070707,1,0.333333,0.666667,0.172414,0,0,0,0,0,0,0.150741,0.070748,0.08664,0.174893,0.080797,0.261862,0.005462,0.000319,0.017481,0.000242,0.002696,0.001501,0.070709,0.070748,0.070748,0.070748,0.150741,Negative
0.191919,1,0.166667,0.333333,0.431034,0.1,0.1,0.1,0.1,0.1,0.1,0.155976,0.083323,0.088143,0.165253,0.087275,0.266965,0.020641,0.001944,0.00606,0.011064,0.018264,0.016885,0.19192,0.083323,0.083323,0.083323,0.155976,Negative
0.383838,0,0.166667,0.666667,0.086207,0.4,0.2,0.2,0.2,0.2,0.2,0.245909,0.166966,0.138525,0.240966,0.15698,0.314497,0.005807,0.002345,0.002932,0.003291,0.005496,0.005759,0.383838,0.166966,0.166966,0.166966,0.245909,Positive
0.20202,0,0.5,0.333333,0.448276,0,0,0,0,0,0,0.152236,0.069659,0.092013,0.168381,0.092468,0.26787,0.004147,0.006152,0.009766,0.019195,0.021023,0.014068,0.202022,0.069659,0.069659,0.069659,0.152236,Positive
0.252525,1,0.166667,0.333333,0.293103,0,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.252526,0.06622,0.06622,0.06622,0.146519,Negative
0.090909,1,0.333333,0.666667,0.155172,0.3,0.4,0.2,0.2,0.4,0.4,0.174577,0.095549,0.103888,0.192455,0.115304,0.287308,0,0.001098,0.003571,0.002415,0,0.002846,0.090911,0.095549,0.095549,0.095549,0.174577,Positive
0.414141,0,0.166667,0.333333,0.448276,0,0,0,0,0,0,0.187382,0.14484,0.128966,0.209398,0.080648,0.260979,0.096685,0.047019,0.063775,0,0,0,0.414141,0.14484,0.14484,0.14484,0.187382,Negative
0.070707,1,0.333333,0.333333,0.103448,0,0,0,0,0,0,0.146864,0.06622,0.086773,0.160138,0.080648,0.260979,0.000446,0.000463,0,0,0,0,0.070709,0.06622,0.06622,0.06622,0.146864,Negative
0.080808,1,0.166667,0.666667,0.12069,0.3,0.4,0.4,0.4,0.4,0.2,0.196859,0.118803,0.121718,0.221147,0.145674,0.312719,0,0.005937,0.002232,0.003221,0.007034,0.005691,0.080809,0.118803,0.118803,0.118803,0.196859,Positive
0.313131,1,0.166667,0.333333,0.362069,0.2,0.2,0.2,0.2,0.2,0.2,0.321153,0.257842,0.143049,0.21938,0.145048,0.312437,0.010303,0.003562,0.003348,0.004831,0.007034,0.005691,0.313132,0.257842,0.257842,0.257842,0.321153,Negative
0.070707,1,0.333333,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.153492,0.074113,0.088959,0.165756,0.086297,0.262969,0.003473,0.001782,0.002336,0.001647,0.002345,0.001897,0.070709,0.074113,0.074113,0.074113,0.153492,Negative
0.040404,1,0.333333,0.333333,0.362069,0.2,0.2,0.2,0.2,0.2,0.2,0.183539,0.091463,0.094299,0.175429,0.099035,0.276533,0.006869,0.001187,0.002232,0.004831,0.004689,0.003794,0.040406,0.091463,0.091463,0.091463,0.183539,Negative
0.292929,1,0.5,0.666667,0.189655,0.3,0.1,0.2,0.2,0,0,0.146495,0.134592,0.091835,0.160138,0.080648,0.260979,0.082503,0.001217,0,0,0,0.002254,0.292932,0.134592,0.134592,0.134592,0.146495,Negative
0.131313,1,0.5,0.666667,0.344828,0.2,0.2,0.2,0.2,0.2,0.2,0.222352,0.08994,0.100631,0.187158,0.109674,0.284725,0.001603,0.000794,0.003348,0.001531,0.004689,0.040983,0.131316,0.08994,0.08994,0.08994,0.222352,Negative
0.070707,1,0.166667,0.666667,0.103448,0.1,0.5,0.4,0.4,0.4,0.2,0.148401,0.068069,0.087316,0.163062,0.083569,0.263164,0,0,0.001562,0,0.000134,0.001548,0.070708,0.068069,0.068069,0.068069,0.148401,Negative
0.020202,1,0.166667,0.666667,0.051724,0.2,0.1,0.4,0.1,0.2,0.2,0.149068,0.069338,0.087596,0.160371,0.080894,0.260863,0.003761,0,0.000277,0,0,0,0.020203,0.069338,0.069338,0.069338,0.149068,Positive
0.010101,1,0.333333,0.666667,0.086207,0.2,0.2,0.2,0.2,0.2,0.2,0.152439,0.074409,0.09102,0.16634,0.084022,0.263859,0.002976,0.000891,0.001674,0.00161,0.000942,0,0.010103,0.074409,0.074409,0.074409,0.152439,Negative
0.131313,1,0.166667,0.666667,0.086207,0.1,0.2,0.1,0.1,0.1,0.1,0.158398,0.083303,0.093483,0.165618,0.09404,0.261353,0.011448,0.007719,0.006519,0.021749,0.001142,0.013287,0.131314,0.083303,0.083303,0.083303,0.158398,Negative
0.151515,0,0.333333,0.333333,0.172414,0.2,0.2,0.2,0.2,0.4,0.2,0.195042,0.110421,0.090281,0.16865,0.089323,0.268239,0.004007,0.001187,0.002232,0,0.002345,0.000949,0.151516,0.110421,0.110421,0.110421,0.195042,Negative
0.010101,1,0.333333,0.333333,0.12069,0.4,0.4,0.4,0.2,0.2,0.2,0.164725,0.086189,0.096807,0.174583,0.091369,0.265961,0.001259,0,0.000614,0.000464,0.000938,0,0.010103,0.086189,0.086189,0.086189,0.164725,Positive
0.070707,1,0.333333,0.333333,0.034483,0.2,0.2,0.2,0.2,0.2,0.2,0.210553,0.127058,0.111528,0.188127,0.110663,0.282429,0.003155,0.000811,0.001116,0.001647,0.002563,0.001328,0.070709,0.127058,0.127058,0.127058,0.210553,Negative
0.333333,1,0.333333,0.333333,0.327586,0.2,0.2,0.2,0.2,0.2,0.2,0.36283,0.285358,0.211944,0.376233,0.240837,0.387729,0.011448,0.005937,0.007924,0.00934,0.013868,0.011572,0.333335,0.285358,0.285358,0.285358,0.36283,Negative
0.040404,0,0.5,0.333333,0.310345,0.2,0.2,0.2,0.2,0.2,0.2,0.170392,0.086178,0.096647,0.178172,0.099715,0.2756,0.00152,0.000771,0.000757,0.001106,0.00162,0.001328,0.040406,0.086178,0.086178,0.086178,0.170392,Negative
0.707071,1,0.666667,0.666667,0.189655,0.2,0.2,0.2,0.2,0.2,0.2,0.480341,0.42886,0.301188,0.34443,0.268154,0.40089,0.012592,0.007125,0.008928,0.011272,0.016412,0.012331,0.707074,0.42886,0.42886,0.42886,0.480341,Negative
0.30303,1,0.5,0.333333,0.327586,0.2,0.2,0.2,0.2,0.2,0.2,0.20808,0.134016,0.125581,0.228242,0.131185,0.300289,0.003853,0.001425,0.002469,0.003196,0.005678,0.002669,0.303033,0.134016,0.134016,0.134016,0.20808,Negative
0.020202,1,0.5,0.333333,0.62069,0.2,0.2,0.2,0.2,0.2,0.2,0.162252,0.084344,0.097224,0.177537,0.096816,0.260979,0.00229,0.000891,0.001116,0.001354,0,0.001954,0.020205,0.084344,0.084344,0.084344,0.162252,Negative
0.010101,0,0.333333,0.666667,0.051724,0.2,0.1,0.1,0.1,0.1,0.1,0.155987,0.066704,0.086839,0.160801,0.081184,0.261094,0.000584,0.000232,0.001221,0.003897,0.000352,0.00148,0.010102,0.066704,0.066704,0.066704,0.155987,Negative
0.070707,1,0.333333,0.666667,0.086207,0.5,0.4,0.4,0.4,0.4,0.4,0.186417,0.109914,0.112148,0.205286,0.127113,0.300887,0.00229,0.001187,0.002232,0,0.014067,0,0.070709,0.109914,0.109914,0.109914,0.186417,Positive
0.060606,1,0.166667,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.185805,0.108854,0.111704,0.197183,0.11894,0.290491,0.003434,0.001781,0.003348,0.003221,0.004689,0.003415,0.060607,0.108854,0.108854,0.108854,0.185805,Negative
0.020202,1,0.5,0.333333,0.637931,0.3,0.4,0.4,0.4,0.5,0.4,0.168571,0.091109,0.100346,0.187067,0.108031,0.282422,0.00229,0,0.003916,0,0.002645,0,0.020205,0.091109,0.091109,0.091109,0.168571,Positive
0.121212,1,0.333333,0.666667,0.206897,0.2,0.2,0.2,0.2,0.2,0.2,0.242957,0.167323,0.143661,0.257914,0.162766,0.321479,0.004321,0.002368,0.006696,0.006093,0.007057,0.00607,0.121214,0.167323,0.167323,0.167323,0.242957,Negative
0.050505,0,0.333333,0.666667,0.189655,0.3,0.4,0.4,0.4,0.4,0.4,0.188912,0.113504,0.113114,0.209415,0.133161,0.300928,0.003434,0,0.00558,0.003382,0,0.008726,0.050506,0.113504,0.113504,0.113504,0.188912,Negative
0.080808,1,0.166667,0.666667,0.068966,0.1,0.1,0.1,0.1,0.2,0.2,0.154801,0.066216,0.087377,0.167333,0.085074,0.281131,0,0.00112,0.008538,0.001618,0.055736,0.001897,0.080809,0.066216,0.066216,0.066216,0.154801,Negative
0.090909,0,0.166667,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.2,0.235489,0.162231,0.141802,0.252322,0.15908,0.322313,0.005164,0.002203,0.004113,0.004504,0.006792,0.005778,0.090909,0.162231,0.162231,0.162231,0.235489,Positive
0.010101,1,0.5,0.666667,0.224138,0.3,0.4,0.4,0.4,0.4,0.2,0.163669,0.085542,0.096974,0.179374,0.100313,0.274851,0.001832,0.000178,0.001897,0,0.001885,0.001897,0.010104,0.085542,0.085542,0.085542,0.163669,Negative
0.141414,0,0.166667,0.666667,0.775862,0.2,0.2,0.2,0.4,0.4,0.4,0.262463,0.194832,0.167434,0.30065,0.231301,0.366941,0.007555,0.009618,0.005803,0.008229,0,0.010054,0.141414,0.194832,0.194832,0.194832,0.262463,Negative
0.010101,0,0.5,0.333333,0.431034,0.2,0.2,0.2,0.2,0.2,0.2,0.15654,0.078229,0.093844,0.172982,0.094453,0.272267,0.001739,0.000905,0.000558,0.000816,0.002345,0.000949,0.010103,0.078229,0.078229,0.078229,0.15654,Negative
0.010101,0,0.333333,0.666667,0.465517,0.1,0.1,0.4,0.2,0.2,0,0.146864,0.067331,0.086773,0.160873,0.080648,0.260979,0.001339,0,0,0,0,0,0.010102,0.067331,0.067331,0.067331,0.146864,Positive
0.040404,0,0.5,0.666667,0.172414,0.5,0.4,0.4,0.4,0.4,0.4,0.159976,0.08014,0.097986,0.180261,0.101195,0.27818,0,0.004054,0.000893,0,0.004689,0,0.040406,0.08014,0.08014,0.08014,0.159976,Positive
0.040404,1,0.5,0.666667,0.344828,0.4,0.4,0.4,0.4,0.4,0.4,0.16691,0.089058,0.10006,0.184133,0.106287,0.281188,0.001946,0.00095,0.001339,0.001771,0.002345,0,0.040407,0.089058,0.089058,0.089058,0.16691,Positive
0.060606,1,0.166667,0.666667,0.5,0.4,0.2,0.2,0.2,0.2,0.2,0.201425,0.127257,0.118499,0.213587,0.105608,0.283408,0.004579,0.001781,0.011196,0.012882,0.012048,0.001897,0.060607,0.127257,0.127257,0.127257,0.201425,Positive
0.090909,0,0.333333,0.666667,0.241379,0.2,0.2,0.2,0.2,0.2,0.2,0.200832,0.125778,0.121564,0.222224,0.141152,0.309299,0.003434,0.001781,0.003906,0.004831,0.007034,0.005691,0.09091,0.125778,0.125778,0.125778,0.200832,Negative
0.040404,0,0.333333,0.666667,0.155172,0.2,0.2,0.2,0.2,0.2,0.1,0.191999,0.116432,0.090438,0.167304,0.088559,0.268971,0.00284,0.000594,0.00017,0.000596,0.02579,0.000969,0.040405,0.116432,0.116432,0.116432,0.191999,Negative
0.10101,0,0.333333,0.333333,0.396552,0.2,0.2,0.2,0.2,0.2,0.2,0.219525,0.146142,0.13624,0.247729,0.130128,0.299133,0.003529,0.005678,0.004464,0.002899,0.004689,0.003794,0.101011,0.146142,0.146142,0.146142,0.219525,Negative
0.040404,1,0.333333,0.666667,0.051724,0.2,0.2,0.2,0.2,0.2,0.2,0.189341,0.113107,0.11431,0.167417,0.088967,0.298388,0.002077,0.001391,0.001269,0.001287,0.098312,0.003686,0.040406,0.113107,0.113107,0.113107,0.189341,Positive
0.141414,1,0.166667,0.333333,0.137931,0.1,0.1,0.1,0.1,0.1,0.2,0.147048,0.069246,0.10493,0.164494,0.081674,0.261378,0.003649,0.020098,0.005162,0.001667,0,0,0.141415,0.069246,0.069246,0.069246,0.147048,Positive
0.191919,1,0.166667,0.666667,0.137931,0.1,0.1,0.1,0.2,0.2,0.1,0.148392,0.06622,0.091715,0.18775,0.129347,0.261541,0,0.005807,0.02232,0.032206,0.001716,0.001907,0.19192,0.06622,0.06622,0.06622,0.148392,Negative
0.010101,1,0.333333,0.666667,0.431034,0.1,0.1,0.1,0.2,0.2,0,0.146686,0.068355,0.088294,0.165959,0.080648,0.260979,0.002575,0.002108,0.00558,0,0,0,0.010103,0.068355,0.068355,0.068355,0.146686,Positive
0.040404,1,0.5,0.333333,0.465517,0.1,0.1,0.4,0.1,0.1,0.2,0.149082,0.067511,0.08679,0.163917,0.109078,0.283169,0.001717,0.000297,0.004576,0.046377,0.00237,0.001975,0.040407,0.067511,0.067511,0.067511,0.149082,Negative
0.040404,0,0.166667,0.666667,0.068966,0.1,0.1,0.1,0.1,0.1,0.1,0.155117,0.089989,0.094679,0.166698,0.088188,0.262649,0.02867,0.009216,0.007772,0.012245,0.005095,0.012494,0.040404,0.089989,0.089989,0.089989,0.155117,Positive
0.343434,1,0.166667,0.333333,0.534483,0.5,0.4,0.4,0.9,0.9,0.9,0.148643,0.068498,0.087662,0.162399,0.083028,0.262823,0,0,0,0,0,0,0.343435,0.068498,0.068498,0.068498,0.148643,Positive
0.080808,1,0.333333,0.333333,0.275862,0.1,0.1,0.1,0.1,0.1,0.1,0.148751,0.06622,0.087037,0.161326,0.081898,0.261948,0,0.000749,0.001407,0.002031,0.002956,0.00074,0.08081,0.06622,0.06622,0.06622,0.148751,Negative
0.353535,0,0.5,0.666667,0.155172,0.3,0,0,0,0,0,0.146519,0.06622,0.086345,0.160138,0.080648,0.260979,0,0,0,0,0,0,0.353537,0.06622,0.06622,0.06622,0.146519,Positive
0.040404,1,0.5,0.666667,0.12069,0.2,0.2,0.2,0.2,0.2,0.2,0.192022,0.11417,0.113627,0.206585,0.110677,0.284459,0.002404,0.001484,0.031695,0.001771,0.004689,0.002846,0.040407,0.11417,0.11417,0.11417,0.192022,Positive
0.040404,0,0.333333,0.666667,0.137931,0.2,0.2,0.2,0.2,0.2,0.2,0.188439,0.111846,0.099225,0.175374,0.098251,0.275043,0.00229,0.001237,0.002232,0.003221,0.002345,0.001897,0.040405,0.111846,0.111846,0.111846,0.188439,Negative
0.030303,1,0.166667,0.666667,0.086207,0.3,0.4,0.4,0.4,0.2,0.2,0.153513,0.07346,0.091983,0.169521,0.091055,0.270324,0,0.001648,0,0.00161,0.004689,0.003415,0.030304,0.07346,0.07346,0.07346,0.153513,Positive
